,tweet,lemma
7832,the first time it happened was in an abusive relationship i’ve been in. the last time it happened was just a couple of months ago. metoo,"['first', 'time', 'happen', 'abusive', 'relationship', 'last', 'time', 'happen', 'couple', 'month', 'ago']"
7833,metoo …,[]
7834,"didnt know if i shld post bc ive ""only""been sexually harassed & groped not violently assaulted.then realized how messed up that is metoo","['know', 'shld', 'post', 'bc', 'have', 'sexually_harass', 'grope', 'violently', 'assault', 'realize', 'messed']"
7835,the metoo movement shows it’s more than just a hashtag,"['movement', 'show', 'hashtag']"
7836,in the wake of harvey weinstein scandal women say metoo,"['wake', 'harvey_weinstein', 'scandal', 'woman', 'say']"
7837,metoo,[]
7838,you are a rockstar sister! thanks for fighting for metoo,"['rockstar', 'sister', 'thank', 'fight']"
7839,metoo,[]
7840,metoo,[]
7841,"""somethings only god can forgive"" metoo","['something', 'forgive']"
7842,metoo 36 times for my female maternal kin who like me were also raped or groped by 1 or all 3 male siblings who are my cousins.,"['time', 'female', 'maternal', 'kin', 'also', 'rap', 'grope', 'male', 'sibling', 'cousin']"
7843,just curious would you say this to a family member? women tell their truth when theyre ready.   metoo,"['curious', 'would', 'say', 'family_member', 'woman', 'tell', 'truth', 'be', 'ready']"
7844,thank you metoo …,['thank']
7845,thank you metoo,['thank']
7846,metoo i need to say this i have been quiet to long. here i go me too.,"['need', 'say', 'quiet', 'long', 'go']"
7847,metoo,[]
7848,metoo is vital. please call if you need to.    …,"['vital', 'call', 'need']"
7849,metoo …,[]
7850,this chicks guest post: me too  metoo,"['chick', 'guest', 'post']"
7851,i am a random person who came across your post and would like to acknowledge it. it is important. the metoo tag is important. thank you.,"['random', 'person', 'come', 'post', 'would', 'acknowledge', 'important', 'tag', 'important', 'thank']"
7852,back when i was in college... metoo,"['back', 'college']"
7853,metoo,[]
7854,metoo,[]
7855,metoo,[]
7856,tell the kids you love youre a safe adult. metoo   … via,"['tell', 'kid', 'love', 'be', 'safe', 'adult']"
7857,metoo,[]
7858,metoo   … via,[]
7859,thank you! metoo …,['thank']
7860,metoo  …,[]
7861,metoo  …,[]
7862,metoo,[]
7863,dear men who were affected by metoo -admitting youve treated women badly doesnt clean your slate of the victims who were affected by you!,"['dear', 'man', 'affect', 'admit', 'have', 'treat', 'woman', 'badly', 'clean', 'slate', 'victim', 'affect']"
7864,idk 1 woman who doesnt carry trauma from sexual assault. not even 1. but i know at least 1 friend who blamed herself bc rape culture. metoo,"['idk', 'woman', 'carry', 'trauma', 'sexual', 'assault', 'even', 'know', 'least', 'friend', 'blame', 'bc', 'rape', 'culture']"
7865,sharing our stories isnt going to change the mentality of abusers. but it may shift men around them to step in. it may save 1 victim. metoo,"['share', 'story', 'go', 'change', 'mentality', 'abuser', 'may', 'shift', 'man', 'step', 'may', 'save', 'victim']"
7866,metoo,[]
7867,it was weirdly hard for me to post a metoo status. kind of fitting.,"['weirdly', 'hard', 'post', 'status', 'kind', 'fitting']"
7868,metoo,[]
7869,for every metoo post you see there’s probably 5 more women that are too scared to post it.,"['post', 'see', 'probably', 'woman', 'scar', 'post']"
7870,i was 12 he was a 38 year old naval officer and father of one toddler i was totally humiliated ashamed and silent for the shame metoo,"['year', 'old', 'naval', 'officer', 'father', 'toddler', 'totally', 'humiliate', 'ashamed', 'silent', 'shame']"
7871,sitting here trying to decide if reliving my  from high school is worth the $2000 scholarship i could potentially win. metoo,"['sit', 'try', 'decide', 'relive', 'high_school', 'worth', 'scholarship', 'could', 'potentially', 'win']"
7872,metoo …,[]
7873,its trendy to claim metoo now and no one cares if its true or not,"['trendy', 'claim', 'care', 'true']"
7874,…,[]
7875,a powerful read from swimming in the trauma of metoo  …pic.,"['powerful', 'read', 'swimming', 'trauma', 'pic']"
7876,1st sexual harassment - i was16 working my 1st job. a police officer walked me to my car one night & tried to force himself on me. metoo,"['sexual', 'harassment', 'work', 'job', 'police', 'officer', 'walk', 'car', 'night', 'try', 'force']"
7877,metoo is ever the same again,['ever']
7878,i didnt realize it until many years later. and talking about sex doesnt mean i want it. metoo,"['realize', 'many', 'year', 'later', 'talk', 'sex', 'mean', 'want']"
7879,metoo,[]
7880,"this ""project"" has been eye opening. i appreciate you. and all of us who have taken the courage to stand up. metoo","['project', 'eye', 'opening', 'appreciate', 'take', 'courage', 'stand']"
7881,metoo raise our voices! be heard!,"['raise', 'voice', 'hear']"
7882,metoo thank you from a fellow sc runner.,"['thank', 'fellow', 'runner']"
7883,metoo,[]
7884,hey remember how well it went for the catholic church when the accusers first began to come forward? roy moore is just the beginning. buckle up and get your morals in the right place. country (and all its constituents) over party. metoo,"['remember', 'well', 'go', 'catholic', 'church', 'accuser', 'first', 'begin', 'come_forward', 'roy_moore', 'beginning', 'buckle', 'get', 'moral', 'right', 'place', 'country', 'constituent', 'party']"
7885,weinstein :: columbidae:otididae   metoo,"['columbidae', 'otididae']"
7886,metoo,[]
7887,"exactly how america feels under rt ""it was like an uncle grabbing you and kissing you.""  metoo","['exactly', 'america', 'feel', 'uncle', 'grab', 'kissing']"
7888,metoo,[]
7889,thats only his supporters... the majority of us are disgusted by both. metoo,"['s', 'supporter', 'majority', 'disgust']"
7890,metoo,[]
7891,"metoo if all women who have been sexually harassed or assaulted wrote ""me too "" as a status we might give a sense of the of the problem.","['woman', 'sexually_harass', 'assault', 'write', 'status', 'might_give', 'sense', 'problem']"
7892,seeing all of these metoo posts makes me want to give every single woman the biggest hug and say thank you for being so strong!!!,"['see', 'post', 'make', 'want', 'give', 'every_single', 'woman', 'big', 'hug', 'say', 'thank', 'strong']"
7893,i was not raped but it still triggers an angry reaction whenever i hear him speak. abusive men in power are not acceptable. metoo …,"['rap', 'still', 'trigger', 'angry', 'reaction', 'whenever', 'hear', 'speak', 'abusive', 'man', 'power', 'acceptable']"
7894,me too metoo,[]
7895,"me too. if all the women who have been sexually harassed or assaulted wrote ""me too"" we might size the problem metoo","['woman', 'sexually_harass', 'assault', 'write', 'may', 'size', 'problem']"
7896,metoo,[]
7897,better late than never i guess... metoo,"['better', 'late', 'never', 'guess']"
7898,wow! recording their podcast this morning b4 the conference begins.   metoo,"['record', 'podcast', 'morning', 'conference', 'begin']"
7899,metoo more times than i care to count. nevertheless i persisted.,"['time', 'care', 'count', 'nevertheless', 'persist']"
7900,metoo the first time i remember i was 5. 22 years later i dont remember a single year without one incident of sexual harassment.,"['first', 'time', 'remember', 'year', 'later', 'remember', 'single', 'year', 'incident', 'sexual', 'harassment']"
7901,metoo by ppl who could not have been more different from one another. muslim atheist poc white conservative leftist endless range.,"['ppl', 'could', 'different', 'one', 'muslim', 'atheist', 'poc', 'white', 'conservative', 'leftist', 'endless', 'range']"
7902,4 big ones i can quickly think of and doesnt count smaller acts and things like catcalling. metoo,"['big', 'one', 'quickly', 'think', 'count', 'small', 'act', 'thing', 'catcalling']"
7903,metoo he forced me down on his couch and started feeling me up. his roommate came home in the middle of it all and that’s when i ran.,"['force', 'couch', 'start', 'feeling', 'roommate', 'come', 'home', 'middle', 'run']"
7904,metoo,[]
7905,some teachers are the perpetrators. metoo,"['teacher', 'perpetrator']"
7906,what if she has been paid for her  silence? metoo,"['pay', 'silence']"
7907,metoo,[]
7908,i was married. we separated. i agreed to have a conversation. i said no. metoo,"['marry', 'separated', 'agree', 'conversation', 'say']"
7909,metoo i want to share because the world needs to know how many of us are sexually harassed and assaulted daily.,"['want', 'share', 'world', 'need', 'know', 'many', 'sexually_harass', 'assault', 'daily']"
7910,metoo,[]
7911,me too. metoo,[]
7912,the latest the mike balles daily rag!  … thanks to metoo,"['late', 'mike', 'balle', 'daily', 'rag', 'thank']"
7913,the women accusing donald trump of sexual assault  metoo,"['woman', 'accuse', 'donald_trump', 'sexual', 'assault']"
7914,metoo why does trump get a pass for alleged sexual assault?  …,"['trump', 'get', 'pass', 'allege', 'sexual', 'assault']"
7915,hey boys if i wear shorts to a club that doesnt mean i want you to shove your hands down them. metoo,"['boy', 'wear', 'short', 'club', 'mean', 'want', 'shove', 'hand']"
7916,former host joins  next! metoo,"['former', 'host', 'join', 'next']"
7917,metoo,[]
7918,metoo,[]
7919,the woman who created metoo long before hashtags,"['woman', 'create', 'long', 'hashtag']"
7920,the raw power of metoo,"['raw', 'power']"
7921,metoo,[]
7922,i’ve debated since yesterday whether to do this but i can’t get it out of my head. so yeah metoo i never told. too ashamed.,"['debate', 'yesterday', 'get', 'head', 'never', 'tell', 'ashamed']"
7923,metoo 15 yrs later i replay n can still see the smirk on his face furious i didn’t stand up for myself,"['yrs', 'later', 'replay', 'still', 'see', 'smirk', 'face', 'furious', 'stand']"
7924,i didnt say anything for 4 years because i didnt think it counted because he was my boyfriend when it happened metoo,"['say', 'anything', 'year', 'think', 'count', 'boyfriend', 'happen']"
7925,violenceagainstwomen childsexualabuse xhildsexualexploitation gunviolence schoolyardbullying workplacebullying policebrutality policekilling unarmed blacks sheriffkillssuspect usmilitarymassacresdaily anyone else c commonality nationwide? violencer us  metoo,"['gunviolence', 'policebrutality', 'policekill', 'unarmed', 'black', 'anyone', 'else', 'commonality', 'nationwide', 'violencer']"
7926,parents: do you know if your child has been or is being groomed? recognize grooming steps prevent cs [child sexual abus w these tools help keep your & other american children safe      metoo,"['parent', 'know', 'child', 'groom', 'recognize', 'grooming', 'step', 'prevent', 'child', 'sexual', 'abus', 'tool', 'help', 'keep', 'american', 'child', 'safe']"
7927,awesome! thank you david lean. im suddenly dreaming of a purple christmas. will you please join me wearing purple 1 to help end cse [childsexualexploitation]?   metoo  metoo    …,"['awesome', 'thank', 'david', 'lean', 'be', 'suddenly', 'dream', 'purple', 'christma', 'join', 'wear', 'purple', 'help', 'end']"
7928,"about that letter signed by alabama church [cult] leaders supporting moore: too many stated ""all his colleagues"" knew he exploited girls. therefore it doesnt matter when that letter was written.   metoo","['letter', 'sign', 'alabama', 'church', 'cult', 'leader', 'support', 'moore', 'many', 'state', 'colleague', 'know', 'exploit', 'girl', 'therefore', 'matter', 'letter', 'write']"
7929,parents: do you know if your child has been or is being sexually exploited? recognize the signs make american children safe metoo       metoo,"['parent', 'know', 'child', 'sexually', 'exploit', 'recognize', 'sign', 'make', 'american', 'child', 'safe']"
7930,yep. sounds like republicans. blind. in denial even of what they see so without professional intervention no use working w them. there is however a new childsexualexploitation prevention toolkit  the type we need to help keep children safe.  metoo  …,"['sound', 'republican', 'blind', 'denial', 'even', 'see', 'professional', 'intervention', 'work', 'however', 'new', 'prevention', 'toolkit', 'type', 'need', 'help', 'keep', 'child', 'safe']"
7931,tick tick tick... still waiting metoo  metoo      …,"['tick', 'tick', 'tick', 'still', 'wait']"
7932,even worse: a long list of alabama churche [cult] colleagues approve roy moore (childsexualexploitation) and now trump aims to end health care for 9million american children metoo  metoo  need in  asap  …,"['even', 'bad', 'long', 'list', 'alabama', 'churche', 'cult', 'colleague', 'approve', 'roy_moore', 'trump', 'aim', 'end', 'health', 'care', 'american', 'child', 'need', 'asap']"
7933,make america safe for children again please. see        metoo …,"['make', 'america', 'safe', 'child', 'see']"
7934,any  officers ready to protect children from cse (child sexual exploitation) dozens of churches there are approving? please see for how to & how  helps.    metoo metoo  …,"['officer', 'ready', 'protect', 'child', 'child', 'sexual', 'exploitation', 'dozen', 'church', 'approve', 'see', 'help']"
7935,wow. huge  to nest lancashire for new toolkit to help end cse - child sexual exploitation mh professionals especially in  alabama check out new toolkit  metoo        …,"['huge', 'nest', 'lancashire', 'new', 'toolkit', 'help', 'end', 'child', 'sexual', 'exploitation', 'professional', 'especially', 'alabama', 'check', 'new', 'toolkit']"
